"quarter_date","quarter_name","hb_code","hb_name","loc_code","loc_name","appt_type","count","rate"
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","G405H","Queen Elizabeth University Hospital","Return",25563,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","G405H","Queen Elizabeth University Hospital","Return",24584,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",32183,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",32792,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",32860,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",32381,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30128,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30229,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",31239,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",31063,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",31227,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30771,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30804,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",32332,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",28732,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",29093,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30483,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",29729,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30889,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",28613,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",29422,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",31220,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","All Appointments",30014,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1217,8.60678925035361
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1356,9.70512453478385
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1394,9.75439087537611
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1148,8.45547617293953
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1317,10.5082581983563
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1452,11.1726685133887
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1505,11.2179487179487
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1322,10.2187524155523
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1388,10.18566082043
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1495,10.6686648112467
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1330,9.83655055099475
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1234,8.83068555889509
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",982,8.43860101400705
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1198,9.54049534124393
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1180,8.95907675954749
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1246,9.60456332382641
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",1016,7.85951883654367
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",996,8.52083155103088
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",878,7.5119780971937
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",922,7.28738539361366
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","DNA",802,6.69560861579563
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12923,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12616,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12897,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12429,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11216,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11544,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11911,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11615,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12239,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12518,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12191,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",12740,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",10655,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11359,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11991,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11727,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11911,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",10693,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",10810,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11730,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","New",11176,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19260,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",20176,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19963,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19952,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18912,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18685,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19328,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19448,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18988,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18253,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18613,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19592,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18077,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",17734,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18492,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18002,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18978,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",17920,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18612,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",19490,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","C418H","Royal Alexandra Hospital","Return",18838,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24988,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24939,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24844,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24506,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24104,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24627,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",25172,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24876,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24531,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23963,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",25277,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",25633,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23870,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23684,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23887,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23069,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24708,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23956,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23853,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",24637,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","All Appointments",23589,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1314,12.7091594931812
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1425,13.9651117208938
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1313,12.8511304688265
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1277,12.7917459681458
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1237,12.603158430973
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1440,13.6713187126175
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1482,13.7502319539803
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1399,13.7129974514801
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1348,13.3293780282804
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1300,12.9469176376855
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1299,12.397404084749
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1107,10.9225456339418
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",936,10.4932735426009
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1168,12.4387646432375
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1023,10.8910891089109
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",1065,11.9194180190263
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",912,9.45175665872111
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",891,9.3651461004835
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",883,9.45902517407606
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",839,8.79731571773094
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","DNA",816,8.85704982090524
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",9025,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8779,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8904,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8706,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8578,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",9093,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",9296,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8803,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8765,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8741,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",9179,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",9028,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",7984,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8222,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8370,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",7870,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8737,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8623,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8452,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8698,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","New",8397,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15963,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",16160,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15940,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15800,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15526,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15534,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15876,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",16073,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15766,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15222,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",16098,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",16605,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15886,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15462,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15517,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15199,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15971,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15333,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15401,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15939,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","G207H","Stobhill Hospital","Return",15192,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10021,NA
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10044,NA
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10198,NA
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10133,NA
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10000,NA
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10033,NA
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",11005,NA
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10079,NA
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",9868,NA
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10050,NA
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",9794,NA
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",10106,NA
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",9304,NA
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",9052,NA
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",9088,NA
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",9101,NA
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",8942,NA
"30/09/2018","Jul - Sep-18","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",8206,NA
"31/12/2018","Oct - Dec-18","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",8088,NA
"31/03/2019","Jan - Mar-19","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",8081,NA
"30/06/2019","Apr - Jun-19","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","All Appointments",8230,NA
"30/06/2014","Apr - Jun-14","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",492,10.2457309454394
"30/09/2014","Jul - Sep-14","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",501,10.3277674706246
"31/12/2014","Oct - Dec-14","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",455,9.60523538104285
"31/03/2015","Jan - Mar-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",484,10.2585841458245
"30/06/2015","Apr - Jun-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",530,11.255043533659
"30/09/2015","Jul - Sep-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",588,12.1487603305785
"31/12/2015","Oct - Dec-15","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",600,12.3051681706317
"31/03/2016","Jan - Mar-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",465,10.1043024771838
"30/06/2016","Apr - Jun-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",496,11.2293411817976
"30/09/2016","Jul - Sep-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",490,11.0960144927536
"31/12/2016","Oct - Dec-16","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",480,10.3225806451613
"31/03/2017","Jan - Mar-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",457,9.98034505350513
"30/06/2017","Apr - Jun-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",381,9.53930896344517
"30/09/2017","Jul - Sep-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",440,11.1279716742539
"31/12/2017","Oct - Dec-17","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",436,10.9851347946586
"31/03/2018","Jan - Mar-18","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",431,10.7374190333832
"30/06/2018","Apr - Jun-18","S08000031","NHS Greater Glasgow & Clyde","C206H","Vale of Leven General Hospital","DNA",349,8.83768042542416
